-7.6864,4.7447,0
-7.7463,0.78809,0
-7.4054,2.3361,0
-2.6021,2.6704,0
-6.8002,4.9749,0
-3.2884,3.322,0
-7.7981,-0.37279,0
2.4454,3.3892,0
-4.5963,2.9061,0
-1.3738,3.5683,0
-2.7615,0.26847,0
-4.7219,-1.0945,0
-1.515,4.4909,0
-0.83054,0.26661,0
-5.6033,3.8451,0
-8.9888,4.4889,0
-4.9391,1.8095,0
-6.3458,1.5499,0
-9.4213,4.8643,0
3.1546,4.8248,0
-4.461,-0.22171,0
-1.6227,2.61,0
-4.7918,4.9335,0
-7.531,-2.4664,0
-4.8744,4.9734,0
-9.5504,-4.461,0
-8.1899,-0.29419,0
-9.0982,-4.3666,0
-1.7411,0.95601,0
-6.1097,-3.4747,0
-3.8311,1.3303,0
-8.8631,-2.0882,0
-9.6013,-2.4,0
-6.6433,2.8048,0
-1.8003,1.9398,0
-5.1595,-2.1384,0
-7.9165,-0.098355,0
-8.3453,0.67945,0
-7.6274,3.9982,0
-9.0838,-4.9313,0
-1.1459,1.7879,0
-2.2842,0.82211,0
-1.4325,0.02403,0
-6.911,-3.8585,0
-9.5729,-4.5957,0
